ID,year,month,day,row_plant,variety ,Obs,HHMMSS,FTime,Photo,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,Status
beth-0619-12-3,2015,6,19,12-3,Auxerrois,2,12:10:17,28,13.6,0.198,257,3.45,1.83,6,1,2.84,26.21,28.01,25.1,400.43,382.53,15.415,19.473,45.65,57.67,499.7,1799,1843,101.2,-5.4,0.183,0.7,111115
beth-0619-12-3,2015,6,19,12-3,Auxerrois,3,12:10:27,38,13.8,0.204,258,3.53,1.82,6,1,2.84,26.2,28.01,25.11,400.48,382.33,15.406,19.556,45.64,57.93,499.7,1799,1841,101.2,-5.4,0.183,1,111115
beth-0619-12-3,2015,6,19,12-3,Auxerrois,4,12:10:38,48.5,13.7,0.207,260,3.56,1.82,6,1,2.84,26.2,28.01,25.11,400.49,382.35,15.393,19.581,45.6,58,499.7,1799,1840,101.2,-5.4,0.183,1,111115
beth-0619-12-3,2015,6,19,12-3,Auxerrois,5,12:10:48,59,13.8,0.209,261,3.58,1.81,6,1,2.84,26.2,27.99,25.1,400.36,382.19,15.382,19.596,45.57,58.05,499.7,1800,1843,101.2,-5.4,0.183,0.7,111115
beth-0619-12-3,2015,6,19,12-3,Auxerrois,6,12:11:16,86.5,13.4,0.213,266,3.65,1.81,6,1,2.84,26.2,27.99,25.1,400.33,382.57,15.309,19.61,45.37,58.11,499.7,1800,1842,101.2,-5.1,0.214,0.7,111115
beth-0619-12-3,2015,6,19,12-3,Auxerrois,7,12:11:26,96.5,13.5,0.213,266,3.65,1.81,6,1,2.84,26.2,27.99,25.1,400.49,382.65,15.306,19.605,45.36,58.1,499.7,1800,1844,101.2,-5.1,0.214,1,111115
beth-0619-12-3,2015,6,19,12-3,Auxerrois,8,12:11:36,107,13.5,0.214,265,3.66,1.81,6,1,2.84,26.2,27.98,25.11,400.56,382.61,15.279,19.59,45.28,58.05,499.7,1800,1841,101.2,-5.1,0.214,1,111115
beth-0619-12-3,2015,6,19,12-3,Auxerrois,9,12:11:47,117.5,13.5,0.213,265,3.66,1.81,6,1,2.84,26.2,28,25.1,400.48,382.56,15.253,19.563,45.2,57.97,499.7,1800,1845,101.2,-5.1,0.214,1,111115
beth-0619-12-3,2015,6,19,12-3,Auxerrois,10,12:11:57,128,13.6,0.214,265,3.68,1.82,6,1,2.84,26.2,28.01,25.11,400.42,382.46,15.23,19.56,45.12,57.96,499.7,1799,1848,101.2,-5.1,0.214,1,111115
beth-0619-12-3,2015,6,19,12-3,Auxerrois,11,12:12:17,148.5,13.7,0.214,263,3.7,1.83,6,1,2.84,26.21,28.07,25.1,400.45,382.27,15.216,19.57,45.06,57.95,499.8,1798,1851,101.2,-5.17,0.23,0.7,111115
beth-0619-12-3,2015,6,19,12-3,Auxerrois,12,12:12:28,159,13.6,0.214,264,3.69,1.82,6,1,2.84,26.21,28.03,25.1,400.41,382.38,15.211,19.553,45.04,57.89,499.7,1800,1844,101.2,-5.17,0.23,1,111115
beth-0619-12-5,2015,6,19,12-5,Chardonnay,1,12:16:30,17.5,8.48,0.0864,216,1.95,2.28,6,1,2.84,26.28,29.17,25.09,399.73,388.64,15.285,17.585,45.07,51.85,499.7,1753,1861,101.2,-5.17,0.23,0.7,111115
beth-0619-12-5,2015,6,19,12-5,Chardonnay,2,12:16:41,28,8.64,0.0939,225,2.13,2.3,6,1,2.84,26.28,29.31,25.1,399.76,388.4,15.251,17.759,44.96,52.36,499.7,1799,1863,101.2,-5.17,0.23,0.3,111115
beth-0619-12-5,2015,6,19,12-5,Chardonnay,3,12:16:51,38,8.87,0.0958,224,2.17,2.3,6,1,2.84,26.28,29.34,25.11,399.75,388.09,15.259,17.819,44.98,52.53,499.7,1798,1858,101.2,-5.17,0.23,0.7,111115
beth-0619-12-5,2015,6,19,12-5,Chardonnay,4,12:17:01,48.5,8.83,0.0974,227,2.2,2.3,6,1,2.84,26.29,29.35,25.11,399.66,388.03,15.256,17.856,44.96,52.62,499.7,1799,1862,101.2,-5.17,0.23,0.7,111115
beth-0619-12-5,2015,6,19,12-5,Chardonnay,5,12:17:11,58.5,9.03,0.098,225,2.22,2.3,6,1,2.84,26.29,29.36,25.1,399.71,387.83,15.255,17.872,44.96,52.67,499.7,1799,1862,101.2,-5.17,0.23,1,111115
beth-0619-12-5,2015,6,19,12-5,Chardonnay,6,12:17:35,83,9.34,0.102,225,2.29,2.29,6,1,2.84,26.29,29.38,25.11,399.75,387.46,15.252,17.958,44.94,52.92,499.7,1798,1862,101.2,-5.28,0.283,1,111115
beth-0619-12-5,2015,6,19,12-5,Chardonnay,7,12:17:46,93,9.28,0.101,225,2.29,2.3,6,1,2.84,26.3,29.39,25.11,399.76,387.56,15.239,17.935,44.89,52.83,499.7,1799,1861,101.2,-5.28,0.283,1,111115
beth-0619-12-7,2015,6,19,12-7,Gamay_noir,1,12:19:33,15,7.76,0.0776,214,1.83,2.38,6,1,2.84,26.3,29.45,25.1,399.68,389.51,15.143,17.301,44.6,50.95,499.7,1779,2010,101.2,-5.28,0.283,0.7,111115
beth-0619-12-7,2015,6,19,12-7,Gamay_noir,2,12:19:44,25.5,7.92,0.0847,224,2.01,2.4,6,1,2.84,26.3,29.63,25.1,399.76,389.31,15.15,17.52,44.62,51.6,499.7,1799,2010,101.2,-5.28,0.283,0.7,111115
beth-0619-12-7,2015,6,19,12-7,Gamay_noir,3,12:19:54,36,7.95,0.0887,230,2.1,2.39,6,1,2.84,26.3,29.65,25.11,399.66,389.14,15.15,17.623,44.62,51.9,499.7,1798,2009,101.2,-5.28,0.283,0.7,111115
beth-0619-12-7,2015,6,19,12-7,Gamay_noir,4,12:20:05,46.5,8.17,0.0904,228,2.14,2.4,6,1,2.84,26.3,29.68,25.11,399.81,389,15.152,17.672,44.61,52.03,499.7,1799,2011,101.2,-5.28,0.283,1,111115
beth-0619-12-7,2015,6,19,12-7,Gamay_noir,5,12:20:15,56.5,7.96,0.0912,233,2.16,2.4,6,1,2.84,26.31,29.7,25.11,399.71,389.14,15.15,17.694,44.59,52.07,499.7,1799,2010,101.2,-5.28,0.283,1,111115
beth-0619-12-7,2015,6,19,12-7,Gamay_noir,6,12:20:25,66,8.21,0.0922,230,2.18,2.4,6,1,2.84,26.32,29.7,25.11,399.75,388.88,15.142,17.712,44.54,52.1,499.7,1799,2008,101.2,-5.28,0.283,1,111115
beth-0619-13-3,2015,6,19,13-3,Pinot_gris,1,12:22:20,18.5,12.8,0.149,229,3.11,2.16,6,1,2.84,26.35,29.16,25.1,399.77,383,15.149,18.818,44.48,55.25,499.7,1778,2002,101.2,-5.28,0.283,0.7,111115
beth-0619-13-3,2015,6,19,13-3,Pinot_gris,2,12:22:30,29,13,0.156,232,3.26,2.16,6,1,2.84,26.34,29.26,25.1,399.71,382.6,15.149,18.987,44.5,55.78,499.8,1799,2003,101.2,-5.28,0.283,0.3,111115
beth-0619-13-3,2015,6,19,13-3,Pinot_gris,3,12:22:41,39.5,13.2,0.16,234,3.33,2.16,6,1,2.84,26.34,29.26,25.1,399.78,382.42,15.142,19.06,44.5,56.01,499.7,1799,2003,101.2,-5.28,0.283,0.7,111115
beth-0619-13-3,2015,6,19,13-3,Pinot_gris,4,12:22:51,50,13.3,0.162,233,3.36,2.15,6,1,2.84,26.33,29.24,25.1,399.68,382.12,15.137,19.09,44.5,56.12,499.7,1799,2003,101.2,-5.28,0.283,0.7,111115
beth-0619-13-3,2015,6,19,13-3,Pinot_gris,5,12:23:02,60.5,13.4,0.162,233,3.36,2.15,6,1,2.84,26.32,29.24,25.1,399.66,382.06,15.134,19.087,44.51,56.14,499.7,1799,2001,101.2,-5.28,0.283,1,111115
beth-0619-13-3,2015,6,19,13-3,Pinot_gris,6,12:23:12,71,13.5,0.162,232,3.35,2.15,6,1,2.84,26.32,29.23,25.1,399.73,381.98,15.129,19.077,44.51,56.13,499.7,1799,2002,101.2,-5.28,0.283,1,111115
beth-0619-13-3,2015,6,19,13-3,Pinot_gris,7,12:23:22,81,13.7,0.163,230,3.37,2.14,6,1,2.84,26.32,29.22,25.1,399.84,381.86,15.124,19.092,44.5,56.18,499.7,1800,2002,101.2,-5.28,0.283,1,111115
beth-0619-13-3,2015,6,19,13-3,Pinot_gris,8,12:23:33,91.5,13.7,0.164,231,3.38,2.14,6,1,2.84,26.32,29.21,25.1,399.76,381.8,15.121,19.099,44.49,56.2,499.7,1800,2002,101.2,-5.28,0.283,1,111115
beth-0619-13-5,2015,6,19,13-5,Pinot_meunier,1,12:24:47,16,13.1,0.148,223,3.18,2.22,6,1,2.84,26.33,29.44,25.1,399.7,382.46,15.115,18.866,44.43,55.46,499.7,1799,2007,101.2,-5.28,0.283,0.3,111115
beth-0619-13-5,2015,6,19,13-5,Pinot_meunier,2,12:24:57,26,13.2,0.156,229,3.28,2.18,6,1,2.84,26.33,29.35,25.11,399.67,382.26,15.11,18.976,44.42,55.78,499.7,1799,2006,101.2,-5.28,0.283,0.7,111115
beth-0619-13-5,2015,6,19,13-5,Pinot_meunier,3,12:25:07,36,13.3,0.158,230,3.32,2.18,6,1,2.84,26.33,29.34,25.1,399.69,382.16,15.106,19.013,44.4,55.88,499.7,1800,2007,101.2,-5.28,0.283,0.7,111115
beth-0619-13-5,2015,6,19,13-5,Pinot_meunier,4,12:25:17,46.5,13.3,0.158,231,3.33,2.18,6,1,2.84,26.33,29.33,25.1,399.6,382.14,15.103,19.021,44.4,55.91,499.7,1800,2007,101.2,-5.28,0.283,1,111115
beth-0619-13-5,2015,6,19,13-5,Pinot_meunier,5,12:25:27,56.5,13.3,0.158,230,3.33,2.18,6,1,2.84,26.33,29.35,25.1,399.63,382.1,15.1,19.023,44.39,55.92,499.7,1800,2007,101.2,-5.28,0.283,1,111115
beth-0619-13-5,2015,6,19,13-5,Pinot_meunier,6,12:25:54,83.5,13.2,0.162,234,3.41,2.18,6,1,2.84,26.35,29.39,25.11,399.6,382.16,15.071,19.087,44.26,56.06,499.7,1798,2012,101.2,-5.01,0.361,0.7,111115
beth-0619-13-5,2015,6,19,13-5,Pinot_meunier,7,12:26:05,94,13,0.161,236,3.39,2.18,6,1,2.84,26.36,29.39,25.11,399.63,382.44,15.079,19.072,44.26,55.98,499.7,1800,2007,101.2,-5.01,0.361,1,111115
beth-0619-13-8,2015,6,19,13-8,Pinot_noir,1,12:27:18,20,8.73,0.101,235,2.27,2.29,6,1,2.84,26.38,29.27,25.1,400.48,388.94,15.108,17.783,44.28,52.12,499.7,1799,1990,101.2,-5.01,0.361,0.3,111115
beth-0619-13-8,2015,6,19,13-8,Pinot_noir,2,12:27:29,30,8.89,0.11,245,2.44,2.26,6,1,2.84,26.38,29.24,25.1,401.51,389.69,15.119,18.001,44.31,52.75,499.7,1798,1988,101.2,-5.01,0.361,0.3,111115
beth-0619-13-8,2015,6,19,13-8,Pinot_noir,3,12:27:39,40,7.92,0.113,261,2.49,2.26,6,1,2.84,26.39,29.27,25.1,399.89,389.22,15.126,18.066,44.32,52.93,499.7,1799,1992,101.2,-5.01,0.361,1,111115
beth-0619-13-8,2015,6,19,13-8,Pinot_noir,4,12:27:49,50.5,8.6,0.115,252,2.53,2.25,6,1,2.84,26.39,29.26,25.11,399.86,388.36,15.127,18.104,44.31,53.03,499.7,1798,1988,101.2,-5.01,0.361,0.7,111115
beth-0619-13-8,2015,6,19,13-8,Pinot_noir,5,12:27:59,61,8.76,0.115,251,2.54,2.25,6,1,2.84,26.4,29.27,25.1,399.92,388.22,15.132,18.126,44.31,53.08,499.7,1800,1988,101.2,-5.01,0.361,0.7,111115
beth-0619-13-8,2015,6,19,13-8,Pinot_noir,6,12:28:27,89.5,9.29,0.106,231,2.36,2.27,6,1,2.84,26.4,29.25,25.1,399.99,387.74,15.114,17.892,44.25,52.39,499.7,1801,1991,101.2,-5.26,0.122,0.3,111115
beth-0619-13-8,2015,6,19,13-8,Pinot_noir,7,12:28:38,100,9.26,0.106,232,2.36,2.27,6,1,2.84,26.4,29.26,25.1,400.04,387.83,15.126,17.909,44.29,52.44,499.7,1800,1993,101.2,-5.26,0.122,1,111115
beth-0619-13-8,2015,6,19,13-8,Pinot_noir,8,12:28:48,110,9.24,0.105,232,2.36,2.27,6,1,2.84,26.4,29.27,25.11,399.9,387.71,15.129,17.907,44.29,52.42,499.7,1800,1992,101.2,-5.26,0.122,1,111115
beth-0619-13-9,2015,6,19,13-9,Cabernet_franc,1,12:30:24,16,19.3,0.358,270,5.42,1.67,6,1,2.84,26.42,28.25,25.11,399.89,374.31,15.172,21.54,44.36,62.98,499.7,1778,2024,101.2,-5.26,0.122,0.3,111115
beth-0619-13-9,2015,6,19,13-9,Cabernet_franc,2,12:30:34,26.5,19.9,0.381,272,5.69,1.66,6,1,2.84,26.42,28.34,25.1,399.88,373.45,15.171,21.85,44.37,63.91,499.7,1799,2023,101.2,-5.26,0.122,0.3,111115
beth-0619-13-9,2015,6,19,13-9,Cabernet_franc,3,12:30:44,36.5,20.1,0.392,273,5.8,1.65,6,1,2.84,26.41,28.35,25.1,399.85,373.13,15.168,21.974,44.38,64.3,499.7,1800,2020,101.1,-5.26,0.122,0.7,111115
beth-0619-13-9,2015,6,19,13-9,Cabernet_franc,4,12:30:54,47,20,0.398,275,5.85,1.64,6,1,2.84,26.41,28.35,25.11,399.87,373.2,15.173,22.045,44.4,64.51,499.7,1800,2020,101.2,-5.26,0.122,1,111115
beth-0619-13-9,2015,6,19,13-9,Cabernet_franc,5,12:31:05,57.5,20.1,0.403,275,5.88,1.64,6,1,2.84,26.41,28.33,25.11,399.87,373.08,15.178,22.082,44.42,64.62,499.7,1800,2025,101.1,-5.26,0.122,1,111115
beth-0619-13-9,2015,6,19,13-9,Cabernet_franc,1,12:32:35,31,16.7,0.262,258,4.72,1.93,6,1,2.84,26.43,29.03,25.11,399.99,377.78,15.198,20.748,44.42,60.64,499.7,1799,1866,101.1,-5.26,0.122,1,111115
beth-0619-13-9,2015,6,19,13-9,Cabernet_franc,2,12:32:45,41,16.6,0.262,258,4.73,1.93,6,1,2.84,26.43,29.05,25.11,399.93,377.81,15.202,20.761,44.42,60.66,499.7,1800,1866,101.1,-5.26,0.122,1,111115
beth-0619-13-9,2015,6,19,13-9,Cabernet_franc,3,12:32:56,51.5,16.8,0.262,258,4.74,1.94,6,1,2.84,26.44,29.07,25.11,399.98,377.72,15.209,20.782,44.41,60.68,499.7,1799,1866,101.1,-5.26,0.122,1,111115
beth-0619-13-9,2015,6,19,13-9,Cabernet_franc,4,12:33:06,62,16.6,0.261,258,4.74,1.94,6,1,2.84,26.45,29.1,25.11,399.91,377.8,15.217,20.789,44.41,60.67,499.7,1799,1865,101.1,-5.26,0.122,1,111115
beth-0619-14-1,2015,6,19,14-1,Cabernet_sauvignon,1,12:34:50,20.5,17,0.271,259,4.79,1.89,6,1,2.84,26.54,28.93,25.11,399.79,377.24,15.234,20.861,44.22,60.56,499.7,1777,1920,101.2,-5.26,0.122,0.7,111115
beth-0619-14-1,2015,6,19,14-1,Cabernet_sauvignon,2,12:35:01,31,17.3,0.282,260,4.96,1.9,6,1,2.84,26.55,29.02,25.1,399.73,376.67,15.246,21.071,44.25,61.16,499.7,1799,1918,101.2,-5.26,0.122,0.3,111115
beth-0619-14-1,2015,6,19,14-1,Cabernet_sauvignon,3,12:35:11,41.5,17.4,0.289,262,5.04,1.89,6,1,2.84,26.54,29.04,25.1,399.82,376.65,15.254,21.181,44.28,61.49,499.8,1799,1920,101.2,-5.26,0.122,1,111115
beth-0619-14-1,2015,6,19,14-1,Cabernet_sauvignon,4,12:35:22,52,17.5,0.291,262,5.08,1.89,6,1,2.84,26.54,29.05,25.1,399.73,376.45,15.261,21.233,44.3,61.64,499.7,1799,1920,101.1,-5.26,0.122,0.7,111115
beth-0619-14-1,2015,6,19,14-1,Cabernet_sauvignon,5,12:35:32,62.5,17.5,0.294,263,5.1,1.88,6,1,2.84,26.54,29.05,25.1,399.68,376.36,15.262,21.261,44.31,61.72,499.7,1799,1919,101.2,-5.26,0.122,1,111115
beth-0619-14-1,2015,6,19,14-1,Cabernet_sauvignon,6,12:35:43,73,17.6,0.296,263,5.12,1.87,6,1,2.84,26.54,29.02,25.1,399.65,376.25,15.27,21.291,44.34,61.82,499.7,1799,1920,101.2,-5.26,0.122,1,111115
beth-0619-14-3,2015,6,19,14-3,Carmenere,1,12:37:15,16,12.1,0.223,280,4.05,1.92,6,1,2.84,26.59,28.71,25.1,399.82,383.39,15.313,20.073,44.32,58.1,499.7,1777,1991,101.2,-5.26,0.122,0.3,111115
beth-0619-14-3,2015,6,19,14-3,Carmenere,2,12:37:26,26.5,12.6,0.234,280,4.22,1.91,6,1,2.84,26.59,28.74,25.11,399.77,382.66,15.315,20.274,44.33,58.69,499.7,1798,1991,101.2,-5.26,0.122,0.3,111115
beth-0619-14-3,2015,6,19,14-3,Carmenere,3,12:37:36,37,12.8,0.24,281,4.3,1.9,6,1,2.84,26.59,28.75,25.11,399.84,382.45,15.317,20.373,44.34,58.97,499.7,1799,1991,101.2,-5.26,0.122,0.7,111115
beth-0619-14-3,2015,6,19,14-3,Carmenere,4,12:37:46,47,13.1,0.244,280,4.34,1.89,6,1,2.84,26.59,28.73,25.11,399.83,382.07,15.32,20.425,44.34,59.12,499.7,1799,1993,101.2,-5.26,0.122,0.7,111115
beth-0619-14-3,2015,6,19,14-3,Carmenere,5,12:37:57,57,13.1,0.245,280,4.35,1.89,6,1,2.84,26.6,28.73,25.1,399.8,382.06,15.325,20.441,44.35,59.16,499.7,1799,1991,101.2,-5.26,0.122,1,111115
beth-0619-14-3,2015,6,19,14-3,Carmenere,6,12:38:07,67.5,13.4,0.246,278,4.36,1.89,6,1,2.84,26.6,28.73,25.11,399.83,381.69,15.323,20.456,44.35,59.2,499.8,1798,1989,101.2,-5.26,0.122,0.7,111115
beth-0619-14-3,2015,6,19,14-3,Carmenere,7,12:38:17,78,13.4,0.247,278,4.37,1.89,6,1,2.84,26.6,28.73,25.11,399.77,381.63,15.328,20.465,44.34,59.21,499.7,1800,1990,101.2,-5.26,0.122,1,111115
beth-0619-15-3,2015,6,19,15-3,Merlot,1,12:40:33,18,13.2,0.235,275,4.46,2.01,6,1,2.84,26.59,29.32,25.09,399.48,381.63,15.384,20.624,44.55,59.72,499.7,1799,1923,101.2,-5.26,0.122,0.3,111115
beth-0619-15-3,2015,6,19,15-3,Merlot,2,12:40:43,28,13.3,0.255,281,4.72,1.98,6,1,2.84,26.58,29.31,25.1,399.71,381.56,15.371,20.923,44.54,60.63,499.7,1799,1925,101.2,-5.26,0.122,0.3,111115
beth-0619-15-3,2015,6,19,15-3,Merlot,3,12:40:53,38.5,13.4,0.263,283,4.83,1.96,6,1,2.84,26.56,29.29,25.1,399.64,381.31,15.364,21.037,44.55,61,499.7,1800,1881,101.2,-5.26,0.122,1,111115
beth-0619-15-3,2015,6,19,15-3,Merlot,4,12:41:04,48.5,13.3,0.267,285,4.87,1.95,6,1,2.84,26.55,29.27,25.1,399.59,381.35,15.356,21.077,44.55,61.16,499.8,1799,1184,101.2,-5.26,0.122,1,111115
beth-0619-15-3,2015,6,19,15-3,Merlot,5,12:41:27,72.5,13.4,0.273,286,4.94,1.94,6,1,2.84,26.54,29.25,25.1,399.66,381.33,15.312,21.12,44.47,61.35,499.8,1800,1929,101.2,-5.01,0.154,1,111115
beth-0619-15-3,2015,6,19,15-3,Merlot,6,12:41:38,82.5,13.3,0.275,287,4.96,1.94,6,1,2.84,26.54,29.22,25.1,399.53,381.25,15.3,21.127,44.44,61.37,499.8,1800,1335,101.2,-5.01,0.154,1,111115
beth-0619-16-1,2015,6,19,16-1,Sauvignon_blanc,1,12:43:37,18.5,18,0.264,249,4.6,1.87,6,1,2.84,26.52,28.74,25.1,400.48,376.75,15.268,20.675,44.4,60.12,499.7,1777,1980,101.2,-5.01,0.154,0.7,111115
beth-0619-16-1,2015,6,19,16-1,Sauvignon_blanc,2,12:43:47,29,18.4,0.272,250,4.76,1.88,6,1,2.84,26.51,28.86,25.1,400.41,376.23,15.255,20.847,44.37,60.64,499.7,1798,1979,101.2,-5.01,0.154,0.3,111115
beth-0619-16-1,2015,6,19,16-1,Sauvignon_blanc,3,12:43:58,39.5,18.5,0.277,251,4.83,1.88,6,1,2.84,26.51,28.89,25.1,400.47,376.09,15.257,20.931,44.38,60.89,499.7,1799,1980,101.2,-5.01,0.154,0.7,111115
beth-0619-16-1,2015,6,19,16-1,Sauvignon_blanc,4,12:44:08,50,18.6,0.279,251,4.86,1.88,6,1,2.84,26.51,28.91,25.1,400.4,375.93,15.26,20.975,44.39,61.01,499.7,1799,1980,101.2,-5.01,0.154,0.7,111115
beth-0619-16-1,2015,6,19,16-1,Sauvignon_blanc,5,12:44:19,60.5,18.5,0.28,252,4.88,1.88,6,1,2.84,26.51,28.91,25.1,400.39,376.03,15.256,20.997,44.37,61.07,499.7,1799,1980,101.2,-5.01,0.154,1,111115
beth-0619-16-1,2015,6,19,16-1,Sauvignon_blanc,6,12:44:29,70.5,18.5,0.279,252,4.87,1.88,6,1,2.84,26.52,28.93,25.1,400.35,375.98,15.257,20.987,44.37,61.03,499.7,1800,1980,101.2,-5.01,0.154,1,111115
beth-0619-17-2,2015,6,19,17-2,UngniBlanc_Trebbiano,1,12:46:25,17.5,12.6,0.158,239,3.39,2.22,6,1,2.84,26.64,29.63,25.11,400.4,383.76,15.27,19.263,44.09,55.62,499.7,1799,2041,101.2,-5.01,0.154,0.3,111115
beth-0619-17-2,2015,6,19,17-2,UngniBlanc_Trebbiano,2,12:46:35,27.5,12.5,0.164,245,3.5,2.21,6,1,2.84,26.64,29.65,25.1,400.39,383.8,15.276,19.399,44.1,56.01,499.7,1799,2041,101.2,-5.01,0.154,0.3,111115
beth-0619-17-2,2015,6,19,17-2,UngniBlanc_Trebbiano,3,12:46:45,37.5,12.4,0.166,248,3.54,2.21,6,1,2.84,26.64,29.66,25.1,400.48,384,15.283,19.446,44.12,56.14,499.7,1799,2040,101.2,-5.01,0.154,1,111115
beth-0619-17-2,2015,6,19,17-2,UngniBlanc_Trebbiano,4,12:47:10,62,12.5,0.169,248,3.59,2.21,6,1,2.84,26.63,29.69,25.1,400.44,383.8,15.267,19.496,44.09,56.3,499.8,1800,2042,101.2,-4.85,0.195,1,111115
beth-0619-17-2,2015,6,19,17-2,UngniBlanc_Trebbiano,5,12:47:20,72.5,12.2,0.169,251,3.59,2.21,6,1,2.84,26.63,29.68,25.1,400.48,384.14,15.26,19.49,44.07,56.28,499.7,1800,2044,101.2,-4.85,0.195,1,111115
beth-0619-17-2,2015,6,19,17-2,UngniBlanc_Trebbiano,6,12:47:31,82,12.4,0.168,249,3.58,2.21,6,1,2.84,26.63,29.68,25.1,400.49,383.98,15.25,19.462,44.04,56.21,499.8,1800,2042,101.2,-4.85,0.195,1,111115
beth-0619-17-9,2015,6,19,17-9,Carignane,1,12:48:48,15.5,11,0.177,270,3.36,1.99,6,1,2.84,26.65,28.62,25.09,400.22,385.41,15.31,19.268,44.17,55.6,499.8,1800,2059,101.2,-4.85,0.195,0.3,111115
beth-0619-17-9,2015,6,19,17-9,Carignane,2,12:48:58,25.5,10.8,0.19,279,3.55,1.96,6,1,2.84,26.63,28.6,25.1,400.32,385.66,15.307,19.487,44.2,56.27,499.7,1800,2057,101.2,-4.85,0.195,0.3,111115
beth-0619-17-9,2015,6,19,17-9,Carignane,3,12:49:08,35.5,11.1,0.196,279,3.62,1.94,6,1,2.84,26.63,28.57,25.1,400.43,385.43,15.305,19.571,44.21,56.54,499.8,1800,2059,101.1,-4.85,0.195,1,111115
beth-0619-17-9,2015,6,19,17-9,Carignane,4,12:49:18,46,10.9,0.197,282,3.65,1.94,6,1,2.84,26.62,28.57,25.09,400.18,385.42,15.3,19.593,44.23,56.63,499.7,1800,2054,101.1,-4.85,0.195,1,111115
beth-0619-17-9,2015,6,19,17-9,Carignane,5,12:49:29,56.5,11,0.199,281,3.66,1.93,6,1,2.84,26.61,28.55,25.1,400.3,385.37,15.297,19.608,44.24,56.71,499.8,1800,2056,101.2,-4.85,0.195,1,111115
beth-0619-17-9,2015,6,19,17-9,Carignane,6,12:49:39,66,11,0.199,282,3.66,1.93,6,1,2.84,26.6,28.52,25.1,400.25,385.38,15.303,19.609,44.27,56.72,499.7,1800,2054,101.2,-4.85,0.195,1,111115
beth-0619-18-5,2015,6,19,18-5,Durif,1,12:51:20,19,12.7,0.177,252,3.6,2.12,6,1,2.84,26.57,29.32,25.1,400.33,383.46,15.275,19.516,44.28,56.58,499.8,1776,2035,101.2,-4.85,0.195,0.7,111115
beth-0619-18-5,2015,6,19,18-5,Durif,2,12:51:30,29.5,12.8,0.182,253,3.71,2.13,6,1,2.84,26.57,29.4,25.11,400.16,383.07,15.278,19.646,44.3,56.96,499.7,1798,1716,101.1,-4.85,0.195,0.7,111115
beth-0619-18-5,2015,6,19,18-5,Durif,3,12:51:41,40,13.1,0.186,253,3.79,2.13,6,1,2.84,26.57,29.43,25.1,400.54,383.01,15.271,19.733,44.27,57.21,499.7,1799,1616,101.1,-4.85,0.195,1,111115
beth-0619-18-5,2015,6,19,18-5,Durif,4,12:51:51,50.5,13.2,0.187,253,3.8,2.13,6,1,2.84,26.57,29.43,25.1,400.4,382.8,15.268,19.743,44.27,57.24,499.7,1800,2031,101.1,-4.85,0.195,1,111115
beth-0619-18-5,2015,6,19,18-5,Durif,5,12:52:02,61,13.3,0.187,252,3.81,2.13,6,1,2.84,26.57,29.44,25.1,400.45,382.78,15.269,19.752,44.27,57.27,499.8,1799,2030,101.1,-4.85,0.195,1,111115
beth-0619-18-5,2015,6,19,18-5,Durif,6,12:52:12,71.5,13.3,0.187,252,3.81,2.13,6,1,2.84,26.56,29.43,25.1,400.22,382.56,15.265,19.745,44.26,57.25,499.7,1799,1789,101.1,-4.85,0.195,1,111115
beth-0619-18-7,2015,6,19,18-7,Marsanne,1,12:54:31,15,12.5,0.128,210,2.79,2.24,6,1,2.84,26.65,29.44,25.1,400.35,384.04,15.301,18.59,44.14,53.63,499.7,1799,1951,101.1,-4.85,0.195,0.3,111115
beth-0619-18-7,2015,6,19,18-7,Marsanne,2,12:54:42,25.5,12.8,0.135,215,2.94,2.23,6,1,2.84,26.65,29.45,25.11,400.42,383.65,15.297,18.756,44.13,54.11,499.7,1799,1951,101.1,-4.85,0.195,0.3,111115
beth-0619-18-7,2015,6,19,18-7,Marsanne,3,12:54:52,36,12.8,0.138,218,2.99,2.22,6,1,2.84,26.65,29.45,25.11,400.46,383.67,15.303,18.826,44.13,54.29,499.7,1799,1948,101.1,-4.85,0.195,1,111115
beth-0619-18-7,2015,6,19,18-7,Marsanne,4,12:55:03,46.5,12.6,0.139,222,3.01,2.23,6,1,2.84,26.66,29.48,25.1,400.23,383.69,15.31,18.859,44.13,54.36,499.7,1800,1951,101.1,-4.85,0.195,1,111115
beth-0619-18-7,2015,6,19,18-7,Marsanne,5,12:55:28,71.5,12.9,0.141,220,3.06,2.23,6,1,2.84,26.67,29.54,25.1,400.48,383.53,15.324,18.93,44.14,54.52,499.7,1800,1950,101.1,-4.77,0.241,1,111115
beth-0619-18-7,2015,6,19,18-7,Marsanne,6,12:55:38,82,12.5,0.141,224,3.06,2.23,6,1,2.84,26.68,29.54,25.1,400.33,383.86,15.333,18.934,44.15,54.52,499.7,1801,1940,101.1,-4.77,0.241,1,111115
beth-0619-18-7,2015,6,19,18-7,Marsanne,7,12:55:49,91.5,12.5,0.141,225,3.05,2.24,6,1,2.84,26.68,29.55,25.1,400.35,383.93,15.342,18.939,44.17,54.53,499.8,1801,1950,101.1,-4.77,0.241,1,111115
